Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
25.0,Female,57.7,1.58,188.0,145.0,52.0,1.36,986.0,Yoga,25.7,2.2,3.0,2.0,23.11,3.0,0.0,221.25,88.5,59.0,1770.0,Crime Pasta,Lunch,Balanced,6.0,314,217,213,Fried,10,99,3.1,0,Deadlift,3.0,16.0,Burns fat quickly,263.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Male,74.2,1.93,187.0,141.0,56.0,1.32,1024.0,HIIT,28.3,2.5,3.0,2.0,19.92,3.0,0.0,316.5,126.6,84.4,2532.0,Professor Curry,Breakfast,Keto,10.0,655,95,183,Fried,42,23,2.3,0,Burpees,4.0,18.0,Burns fat quickly,233.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,64.4,1.56,177.0,144.0,73.0,1.52,985.0,Cardio,17.8,2.7,5.0,3.0,26.46,2.0,3.0,371.145,148.458,98.972,2969.16,Nature Curry,Breakfast,Paleo,20.7,576,249,389,Boiled,42,33,2.5,0,Plank,3.0,12.0,Burns fat quickly,236.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Female,54.9,1.78,173.0,138.0,71.0,0.55,380.0,HIIT,31.7,2.0,2.0,1.0,17.33,3.0,0.0,206.25,82.5,55.0,1650.0,Popular Pasta,Lunch,Vegan,48.6,2079,127,365,Boiled,9,95,4.0,0,Plank,4.0,14.0,Burns fat quickly,245.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Male,50.3,1.64,177.0,150.0,62.0,0.63,468.0,Strength,27.0,2.4,3.0,1.0,18.7,3.0,0.0,207.788,83.115,55.41,1662.302,Audience Pasta,Breakfast,Balanced,33.8,2209,58,106,Baked,46,9,1.1,0,Leg Press,3.0,18.0,Burns fat quickly,260.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,46.5,1.68,187.0,145.0,72.0,0.91,660.0,HIIT,27.9,2.4,2.0,1.0,16.48,2.0,1.0,294.551,117.82,78.547,2356.407,Decade Wrap,Snack,Balanced,16.6,2026,72,416,Raw,30,37,2.4,0,Lunges,4.0,20.0,Burns fat quickly,261.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Male,57.8,1.99,183.0,161.0,67.0,0.93,741.0,HIIT,24.7,3.1,3.0,1.0,14.6,3.0,0.0,200.662,80.265,53.51,1605.298,Identify Sandwich,Snack,Vegetarian,30.9,1996,153,461,Boiled,45,101,1.3,0,Mountain Climbers,3.0,16.0,Burns fat quickly,263.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,83.0,1.8,167.0,160.0,73.0,0.79,695.0,Yoga,29.6,2.9,2.0,1.0,25.62,3.0,0.0,231.562,92.625,61.75,1852.498,Beyond Stew,Snack,Low-Carb,9.5,1175,32,163,Raw,50,38,4.4,0,Lunges,4.0,15.0,Burns fat quickly,248.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,82.5,1.79,167.0,155.0,70.0,1.51,1159.0,HIIT,13.8,3.5,5.0,3.0,25.75,4.0,3.0,375.727,150.291,100.194,3005.818,Lose Curry,Snack,Vegan,22.1,1704,184,274,Grilled,38,19,4.4,0,Deadlift,4.0,12.0,Burns fat quickly,241.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Female,66.5,1.73,163.0,142.0,56.0,1.11,709.0,Yoga,34.7,2.0,3.0,1.0,22.22,2.0,0.0,232.312,92.925,61.95,1858.498,Enjoy Salad,Lunch,Vegetarian,0.3,1433,252,108,Boiled,6,99,3.2,0,Mountain Climbers,4.0,17.0,Burns fat quickly,238.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Female,70.2,1.67,186.0,166.0,50.0,0.93,695.0,Strength,32.5,1.8,3.0,1.0,25.17,3.0,0.0,168.412,67.365,44.91,1347.298,General Stew,Snack,Balanced,26.2,908,77,472,Grilled,15,48,1.2,0,Plank,3.0,18.0,Burns fat quickly,255.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Male,121.9,1.93,195.0,132.0,54.0,1.49,1082.0,Cardio,21.8,3.4,3.0,2.0,32.73,3.0,0.0,207.038,82.815,55.21,1656.302,Clearly Curry,Dinner,Low-Carb,34.9,331,135,163,Grilled,13,85,1.6,0,Bicep Curls,3.0,17.0,Burns fat quickly,267.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,70.3,1.52,164.0,144.0,66.0,1.19,857.0,Yoga,25.6,2.0,4.0,2.0,30.43,3.0,0.0,320.625,128.25,85.5,2565.0,Take Pasta,Breakfast,Vegan,28.8,1027,47,230,Boiled,20,104,3.8,0,Bicep Curls,3.0,12.0,Burns fat quickly,253.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,40.3,1.56,192.0,121.0,57.0,1.45,877.0,HIIT,30.8,2.1,4.0,2.0,16.56,3.0,0.0,219.75,87.9,58.6,1758.0,Health Curry,Snack,Paleo,6.8,258,77,468,Boiled,49,36,5.0,0,Bench Press,4.0,18.0,Burns fat quickly,230.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,101.4,1.76,193.0,121.0,64.0,0.84,559.0,HIIT,23.6,2.9,2.0,1.0,32.74,3.0,1.0,256.523,102.609,68.406,2052.182,Remain Curry,Lunch,Vegetarian,37.8,1531,157,129,Grilled,7,113,3.3,0,Squats,3.0,19.0,Burns fat quickly,250.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,79.2,1.95,189.0,135.0,69.0,1.47,982.0,Yoga,22.8,2.8,3.0,2.0,20.83,4.0,3.0,376.805,150.722,100.481,3014.437,Analysis Curry,Dinner,Keto,36.0,644,139,219,Boiled,56,42,3.1,0,Squats,4.0,20.0,Burns fat quickly,234.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Female,75.8,1.77,167.0,128.0,53.0,1.46,841.0,Strength,33.1,1.8,3.0,1.0,24.19,3.0,0.0,301.875,120.75,80.5,2415.0,Soldier Wrap,Dinner,Balanced,11.0,1943,268,367,Baked,26,24,1.6,0,Squats,3.0,18.0,Burns fat quickly,262.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,71.7,1.88,198.0,147.0,51.0,0.55,445.0,Cardio,23.7,2.2,2.0,1.0,20.29,3.0,0.0,255.375,102.15,68.1,2043.0,Out Salad,Dinner,Low-Carb,26.1,766,123,107,Raw,40,115,4.1,0,Leg Press,4.0,19.0,Burns fat quickly,236.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,57.7,1.56,185.0,132.0,54.0,1.64,1082.0,HIIT,16.6,2.7,5.0,3.0,23.71,4.0,3.0,368.988,147.595,98.397,2951.905,Surface Curry,Breakfast,Vegetarian,35.6,125,246,472,Baked,37,75,3.9,0,Plank,3.0,19.0,Burns fat quickly,238.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,47.4,1.6,196.0,154.0,50.0,0.76,585.0,Strength,33.5,1.6,3.0,1.0,18.52,3.0,0.0,270.375,108.15,72.1,2163.0,Free Soup,Lunch,Balanced,29.6,2427,280,496,Boiled,40,72,2.6,0,Burpees,4.0,16.0,Burns fat quickly,234.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,57.2,1.75,193.0,160.0,74.0,1.29,1032.0,Cardio,33.5,2.4,3.0,2.0,18.68,2.0,0.0,232.538,93.015,62.01,1860.302,Newspaper Soup,Dinner,Balanced,30.7,1793,254,289,Roasted,28,81,3.3,0,Mountain Climbers,3.0,13.0,Burns fat quickly,248.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,44.8,1.72,166.0,132.0,54.0,1.48,977.0,Cardio,28.6,1.8,4.0,2.0,15.14,3.0,0.0,176.85,70.74,47.16,1414.8,Deep Pasta,Breakfast,Paleo,16.2,2312,152,471,Boiled,15,28,2.5,0,Plank,4.0,14.0,Burns fat quickly,224.96,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Male,90.2,1.72,199.0,150.0,55.0,0.9,668.0,HIIT,28.3,2.1,2.0,1.0,30.49,3.0,0.0,313.5,125.4,83.6,2508.0,Wish Stew,Breakfast,Low-Carb,7.9,203,60,481,Grilled,58,45,3.8,1,Squats,4.0,12.0,Burns fat quickly,261.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Male,84.9,1.72,187.0,140.0,51.0,1.79,1378.0,Yoga,14.3,3.5,4.0,3.0,28.7,2.0,4.0,430.766,172.306,114.871,3446.127,Book Pasta,Dinner,Balanced,18.9,774,26,379,Roasted,13,87,4.4,0,Mountain Climbers,3.0,19.0,Burns fat quickly,235.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,95.7,1.77,198.0,151.0,50.0,1.08,807.0,HIIT,24.2,3.4,3.0,1.0,30.55,3.0,0.0,206.85,82.74,55.16,1654.8,Likely Rice,Snack,Paleo,47.9,1606,113,499,Steamed,30,36,2.0,0,Bicep Curls,4.0,15.0,Burns fat quickly,267.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Male,59.0,1.65,198.0,153.0,53.0,1.22,924.0,HIIT,20.7,2.3,3.0,2.0,21.67,3.0,0.0,222.225,88.89,59.26,1777.8,Glass Pasta,Lunch,Vegan,11.9,867,133,382,Boiled,47,73,1.9,0,Deadlift,3.0,20.0,Burns fat quickly,237.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,60.5,1.77,187.0,127.0,56.0,1.72,1092.0,HIIT,15.0,2.7,4.0,3.0,19.31,4.0,0.0,261.188,104.475,69.65,2089.502,Itself Salad,Lunch,Paleo,4.0,247,28,492,Grilled,20,68,4.2,1,Deadlift,4.0,17.0,Burns fat quickly,252.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,53.8,1.72,173.0,160.0,71.0,1.03,742.0,Strength,30.2,2.3,4.0,2.0,18.19,3.0,0.0,241.35,96.54,64.36,1930.8,Court Stew,Snack,Vegan,45.8,723,189,193,Baked,54,55,4.8,0,Squats,3.0,16.0,Burns fat quickly,255.76,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,86.6,1.97,197.0,167.0,50.0,1.66,1372.0,Yoga,11.7,3.5,5.0,3.0,22.31,2.0,2.0,306.125,122.45,81.633,2448.997,Central Stew,Breakfast,Vegetarian,15.9,364,59,361,Grilled,40,117,1.2,0,Bench Press,3.0,13.0,Burns fat quickly,240.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Female,72.8,1.67,163.0,121.0,50.0,1.37,829.0,Strength,35.0,1.9,2.0,1.0,26.1,2.0,1.0,183.734,73.494,48.996,1469.876,Allow Rice,Lunch,Paleo,33.8,349,242,396,Baked,50,85,3.7,0,Bicep Curls,4.0,15.0,Burns fat quickly,248.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,66.3,1.77,177.0,157.0,57.0,1.48,1046.0,HIIT,32.7,1.7,4.0,2.0,21.16,3.0,0.0,309.0,123.6,82.4,2472.0,Especially Salad,Dinner,Vegan,8.1,334,237,289,Boiled,38,75,1.9,0,Mountain Climbers,3.0,18.0,Burns fat quickly,252.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Female,56.0,1.6,184.0,151.0,69.0,0.89,672.0,Yoga,32.6,2.0,2.0,1.0,21.87,2.0,0.0,207.938,83.175,55.45,1663.502,Member Curry,Breakfast,Vegetarian,14.8,1826,226,336,Grilled,10,69,2.7,1,Lunges,3.0,18.0,Burns fat quickly,267.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Male,45.9,1.93,166.0,159.0,65.0,1.29,1015.0,Cardio,29.6,2.0,3.0,2.0,12.32,3.0,0.0,285.938,114.375,76.25,2287.502,Structure Pasta,Breakfast,Low-Carb,0.8,700,94,204,Boiled,49,82,4.5,0,Burpees,3.0,20.0,Burns fat quickly,237.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Male,88.0,1.64,197.0,147.0,70.0,1.9,1536.0,Yoga,14.4,3.5,4.0,3.0,32.72,3.0,0.0,245.438,98.175,65.45,1963.502,Family Stew,Lunch,Vegetarian,36.9,1186,196,216,Boiled,57,5,1.6,0,Bicep Curls,4.0,15.0,Burns fat quickly,269.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,94.0,1.79,187.0,156.0,62.0,1.31,1012.0,HIIT,23.2,3.4,2.0,1.0,29.34,3.0,0.0,261.188,104.475,69.65,2089.502,Fish Sandwich,Lunch,Keto,18.6,1418,233,401,Baked,46,94,3.6,0,Lunges,4.0,19.0,Burns fat quickly,251.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Female,44.7,1.79,164.0,160.0,72.0,1.34,965.0,Yoga,26.7,2.1,3.0,2.0,13.95,3.0,0.0,224.662,89.865,59.91,1797.298,Increase Wrap,Dinner,Balanced,37.2,1336,184,296,Fried,53,80,3.7,0,Burpees,4.0,14.0,Burns fat quickly,263.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,63.2,1.63,162.0,120.0,73.0,0.66,436.0,Cardio,27.5,2.2,3.0,1.0,23.79,3.0,0.0,214.5,85.8,57.2,1716.0,Consider Pasta,Dinner,Low-Carb,43.0,2076,3,396,Raw,6,48,2.4,0,Squats,3.0,18.0,Burns fat quickly,243.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,95.6,1.9,190.0,160.0,72.0,1.47,1294.0,Cardio,23.8,2.4,4.0,2.0,26.48,3.0,0.0,244.875,97.95,65.3,1959.0,Local Stew,Snack,Keto,35.6,394,288,385,Roasted,7,19,3.6,0,Bench Press,3.0,17.0,Burns fat quickly,243.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,47.8,1.86,179.0,129.0,67.0,1.01,645.0,Yoga,24.7,2.8,3.0,2.0,13.82,2.0,0.0,255.938,102.375,68.25,2047.502,Network Curry,Breakfast,Low-Carb,17.3,2002,86,108,Fried,39,28,1.4,1,Squats,4.0,18.0,Burns fat quickly,235.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Male,85.3,1.64,178.0,123.0,69.0,1.77,1197.0,Cardio,13.2,3.5,4.0,3.0,31.71,3.0,0.0,197.25,78.9,52.6,1578.0,International Sandwich,Snack,Keto,16.6,1528,224,271,Steamed,25,36,1.3,1,Deadlift,3.0,14.0,Burns fat quickly,239.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,59.7,1.83,170.0,154.0,59.0,1.35,1143.0,Strength,29.1,2.3,4.0,2.0,17.83,2.0,0.0,218.288,87.315,58.21,1746.302,Example Pasta,Breakfast,Paleo,2.6,273,199,429,Steamed,53,116,3.5,0,Mountain Climbers,4.0,16.0,Burns fat quickly,251.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Male,70.2,1.98,199.0,129.0,61.0,0.71,504.0,Yoga,24.2,2.5,2.0,1.0,17.91,4.0,0.0,242.85,97.14,64.76,1942.8,Again Salad,Lunch,Balanced,24.9,2080,255,158,Raw,59,24,2.4,0,Lunges,3.0,20.0,Burns fat quickly,262.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,72.7,1.8,162.0,166.0,50.0,0.79,590.0,Cardio,32.8,2.1,3.0,1.0,22.44,3.0,0.0,306.562,122.625,81.75,2452.498,Keep Sandwich,Breakfast,Low-Carb,23.7,2008,66,288,Steamed,34,59,5.0,0,Leg Press,3.0,18.0,Burns fat quickly,257.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,50.4,1.79,182.0,130.0,59.0,0.74,433.0,Cardio,27.7,2.5,2.0,1.0,15.73,3.0,0.0,196.538,78.615,52.41,1572.302,Surface Sandwich,Lunch,Keto,39.1,541,81,414,Boiled,52,86,4.8,0,Push Ups,4.0,14.0,Burns fat quickly,247.08,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,81.7,1.74,166.0,133.0,58.0,0.91,666.0,Yoga,27.0,2.7,2.0,1.0,26.99,2.0,0.0,240.75,96.3,64.2,1926.0,College Pasta,Lunch,Vegan,48.8,2209,144,420,Raw,36,20,4.3,0,Leg Press,4.0,15.0,Burns fat quickly,254.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Male,49.3,1.62,182.0,157.0,52.0,0.56,484.0,Strength,20.0,3.2,2.0,1.0,18.79,2.0,0.0,196.538,78.615,52.41,1572.302,Tend Salad,Breakfast,Low-Carb,13.2,829,234,288,Grilled,39,12,2.9,0,Bicep Curls,3.0,19.0,Burns fat quickly,250.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,61.9,1.64,166.0,131.0,68.0,1.93,1138.0,Yoga,19.4,2.7,4.0,3.0,23.01,2.0,0.0,218.662,87.465,58.31,1749.298,Someone Rice,Breakfast,Low-Carb,16.6,1093,154,265,Roasted,21,78,4.5,0,Bicep Curls,4.0,18.0,Burns fat quickly,248.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Female,49.1,1.68,193.0,164.0,58.0,1.42,1164.0,Cardio,25.3,2.6,4.0,2.0,17.4,3.0,0.0,321.975,128.79,85.86,2575.8,Treatment Rice,Breakfast,Balanced,30.2,1236,5,121,Grilled,60,46,4.8,0,Burpees,4.0,16.0,Burns fat quickly,256.82,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,66.5,1.83,178.0,136.0,59.0,1.11,747.0,Yoga,27.1,2.4,3.0,2.0,19.86,3.0,0.0,229.538,91.815,61.21,1836.302,Those Wrap,Dinner,Vegetarian,38.9,259,127,449,Boiled,21,105,4.3,0,Leg Press,3.0,17.0,Burns fat quickly,247.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Male,75.5,1.93,168.0,135.0,68.0,0.6,446.0,Cardio,20.5,3.4,2.0,1.0,20.27,3.0,0.0,272.438,108.975,72.65,2179.502,Enough Sandwich,Dinner,Vegetarian,4.8,1139,19,446,Steamed,29,24,1.4,0,Lunges,4.0,12.0,Burns fat quickly,269.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Male,88.2,1.79,177.0,154.0,65.0,1.76,1491.0,HIIT,11.3,3.5,4.0,3.0,27.53,3.0,0.0,172.725,69.09,46.06,1381.8,Many Sandwich,Lunch,Balanced,0.6,298,190,124,Raw,46,16,2.8,0,Lunges,4.0,19.0,Burns fat quickly,256.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,74.8,1.75,184.0,121.0,73.0,1.33,885.0,Yoga,25.0,3.3,3.0,2.0,24.42,3.0,0.0,312.562,125.025,83.35,2500.498,Benefit Pasta,Dinner,Low-Carb,29.6,337,203,265,Raw,23,67,3.7,0,Squats,4.0,12.0,Burns fat quickly,261.96000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Female,72.2,1.6,173.0,130.0,67.0,0.87,566.0,Yoga,29.2,1.9,3.0,1.0,28.2,4.0,0.0,180.225,72.09,48.06,1441.8,Sort Rice,Lunch,Balanced,43.2,746,128,422,Baked,44,101,1.6,0,Deadlift,4.0,12.0,Burns fat quickly,255.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,62.8,1.63,184.0,160.0,63.0,1.41,1241.0,Cardio,21.9,3.7,4.0,2.0,23.64,2.0,0.0,249.0,99.6,66.4,1992.0,Stay Pasta,Breakfast,Keto,23.1,568,200,171,Fried,47,70,1.5,0,Push Ups,4.0,15.0,Burns fat quickly,256.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,84.7,1.79,178.0,122.0,52.0,1.19,719.0,Cardio,23.3,2.4,3.0,2.0,26.43,3.0,0.0,254.062,101.625,67.75,2032.498,Television Salad,Dinner,Keto,22.8,882,199,398,Fried,43,69,2.9,0,Lunges,4.0,16.0,Burns fat quickly,251.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,116.5,1.69,198.0,148.0,51.0,0.53,388.0,Cardio,27.3,2.4,2.0,1.0,40.79,2.0,0.0,234.375,93.75,62.5,1875.0,Thought Soup,Dinner,Balanced,35.5,2070,298,416,Baked,23,95,3.8,0,Plank,3.0,17.0,Burns fat quickly,241.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Male,77.4,1.92,174.0,137.0,50.0,1.39,1047.0,Cardio,26.7,3.3,3.0,2.0,21.0,3.0,0.0,158.85,63.54,42.36,1270.8,Own Sandwich,Lunch,Keto,4.2,369,244,263,Baked,7,70,3.9,1,Mountain Climbers,4.0,15.0,Burns fat quickly,259.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,72.9,1.62,175.0,139.0,67.0,1.17,732.0,Yoga,25.7,2.0,4.0,2.0,27.78,2.0,0.0,195.225,78.09,52.06,1561.8,Keep Rice,Lunch,Vegetarian,14.9,1867,195,479,Boiled,42,102,2.5,0,Squats,4.0,15.0,Burns fat quickly,259.58000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,58.4,1.59,186.0,166.0,73.0,1.08,807.0,Cardio,32.5,1.9,2.0,1.0,23.1,3.0,0.0,200.438,80.175,53.45,1603.502,Stop Soup,Breakfast,Keto,36.9,967,254,249,Steamed,39,7,3.8,0,Bicep Curls,3.0,15.0,Burns fat quickly,258.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,64.3,1.54,199.0,133.0,58.0,1.67,999.0,Yoga,15.3,2.7,4.0,3.0,27.11,3.0,0.0,222.6,89.04,59.36,1780.8,Foot Sandwich,Dinner,Balanced,27.0,1505,283,425,Grilled,41,81,4.4,0,Bicep Curls,4.0,20.0,Burns fat quickly,268.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Male,89.3,1.87,169.0,153.0,62.0,1.62,1363.0,Strength,12.7,3.5,5.0,3.0,25.54,2.0,1.0,205.648,82.259,54.84,1645.188,Six Curry,Dinner,Vegetarian,35.9,413,121,253,Roasted,17,15,3.9,0,Lunges,4.0,20.0,Burns fat quickly,236.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,90.2,1.61,163.0,168.0,51.0,1.38,1148.0,Yoga,22.6,2.3,3.0,2.0,34.8,3.0,1.0,270.703,108.281,72.188,2165.628,Offer Sandwich,Breakfast,Low-Carb,17.4,396,67,496,Grilled,33,82,2.3,1,Deadlift,3.0,18.0,Burns fat quickly,270.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,59.0,1.62,178.0,150.0,56.0,1.13,847.0,Cardio,30.9,2.4,4.0,2.0,22.48,3.0,0.0,205.875,82.35,54.9,1647.0,Career Soup,Dinner,Vegetarian,45.8,1695,284,208,Roasted,39,66,3.2,0,Push Ups,3.0,15.0,Burns fat quickly,243.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,58.7,1.86,187.0,159.0,65.0,1.09,858.0,Cardio,22.6,3.3,3.0,2.0,16.97,3.0,0.0,169.35,67.74,45.16,1354.8,Those Curry,Dinner,Vegan,5.1,653,168,446,Fried,59,64,4.3,0,Bench Press,4.0,15.0,Burns fat quickly,248.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,127.5,1.82,180.0,161.0,70.0,1.26,1116.0,Strength,29.8,3.0,3.0,2.0,38.49,3.0,0.0,252.75,101.1,67.4,2022.0,Into Wrap,Dinner,Vegetarian,44.0,467,237,327,Boiled,56,104,2.3,0,Push Ups,3.0,12.0,Burns fat quickly,268.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,68.6,1.52,173.0,137.0,68.0,1.42,875.0,Yoga,28.1,2.6,4.0,2.0,29.69,2.0,0.0,286.875,114.75,76.5,2295.0,System Pasta,Breakfast,Paleo,42.7,483,164,322,Roasted,12,62,5.0,0,Bench Press,4.0,13.0,Burns fat quickly,243.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,56.7,1.53,192.0,149.0,74.0,1.07,717.0,Strength,27.4,1.9,3.0,1.0,24.22,2.0,0.0,285.0,114.0,76.0,2280.0,Arm Pasta,Dinner,Balanced,36.8,1186,8,467,Fried,24,86,4.1,0,Leg Press,3.0,15.0,Burns fat quickly,229.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,64.5,1.78,169.0,144.0,64.0,1.33,958.0,Yoga,27.8,1.8,4.0,2.0,20.36,3.0,0.0,213.412,85.365,56.91,1707.298,Everybody Pasta,Lunch,Low-Carb,13.0,1503,168,487,Baked,9,118,1.0,0,Burpees,4.0,15.0,Burns fat quickly,229.9,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Female,61.6,1.52,178.0,138.0,71.0,1.78,1228.0,Cardio,19.5,2.7,4.0,3.0,26.66,3.0,2.0,337.125,134.85,89.9,2697.0,Guess Soup,Breakfast,Low-Carb,37.7,720,9,367,Boiled,52,115,1.9,0,Plank,3.0,19.0,Burns fat quickly,243.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Male,75.1,1.82,189.0,127.0,60.0,1.23,859.0,Yoga,26.4,3.2,4.0,2.0,22.67,3.0,0.0,273.0,109.2,72.8,2184.0,Involve Rice,Snack,Vegan,19.0,1067,287,221,Baked,21,23,3.8,0,Leg Press,4.0,20.0,Burns fat quickly,259.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Male,79.3,1.93,181.0,147.0,50.0,1.22,888.0,Cardio,27.3,3.3,2.0,1.0,21.29,4.0,1.0,320.977,128.391,85.594,2567.818,Head Curry,Lunch,Balanced,47.8,1574,205,141,Steamed,24,115,4.4,0,Bicep Curls,4.0,19.0,Burns fat quickly,256.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
